app,date,verified_purchase,rating,category,helpful_votes,review
Maze,2023-10-23,true,3,usability testing,45,"Decent tool for the price, though the competition is catching up."
Miro,2023-10-08,true,4,collaborative whiteboard,18,The guest access feature is perfect for external stakeholders.
Lookback,2023-05-30,true,4,user research,18,PDF reports look professional enough to share with executives.
Fieldkit,2023-08-08,false,4,field research,12,PDF reports look professional enough to share with executives.
Maze,2023-09-03,true,5,usability testing,15,Template library covers most of my research formats out of the box. The voice memo feature captures context I'd otherwise lose.
Lookback,2023-02-23,true,3,user research,6,"Works fine — nothing remarkable, nothing broken."
Miro,2023-04-02,true,4,collaborative whiteboard,41,Bulk-tagging across sessions is a huge time saver. Project folders keep multi-phase studies manageable.
Lookback,2023-06-29,false,5,user research,26,Project folders keep multi-phase studies manageable.
Dovetail,2023-07-10,false,5,research repository,47,Automatic session indexing makes it easy to find key moments.
Maze,2023-04-20,true,5,usability testing,21,Recording quality is excellent even on slow connections.
Lookback,2023-07-17,true,4,user research,7,Searching by tag across projects actually works reliably.
Miro,2024-08-04,false,5,collaborative whiteboard,43,The onboarding checklist is paced well — not overwhelming. Permissions are granular enough that clients can view but not edit.
Dovetail,2024-06-11,true,5,research repository,20,Screener templates saved me from writing survey questions from scratch.
Fieldkit,2024-05-03,false,3,field research,20,Solid core product with rough edges in the advanced workflows.
Fieldkit,2024-04-02,false,3,field research,17,"Works fine — nothing remarkable, nothing broken."
Maze,2023-03-05,true,5,usability testing,42,Works offline and syncs when I get back to WiFi — essential for fieldwork. Sharing clips with stakeholders takes about 30 seconds.
Maze,2024-05-29,false,3,usability testing,45,"Strong on data collection, weaker on synthesis."
Fieldkit,2023-08-13,true,5,field research,8,Permissions are granular enough that clients can view but not edit.
Miro,2024-07-16,false,5,collaborative whiteboard,30,GPS tagging for field observations is exactly what I needed.
Dovetail,2023-03-25,true,5,research repository,33,The help docs are actually written by people who do research.
Lookback,2024-05-15,false,4,user research,5,The onboarding checklist is paced well — not overwhelming.
Miro,2024-04-12,true,5,collaborative whiteboard,36,The highlight reel feature is genuinely useful for presentations.
Miro,2024-08-15,true,5,collaborative whiteboard,4,My whole team can comment on the same session without chaos. Being able to rewatch sessions at 1.5x speed has saved me hours.
Maze,2023-03-12,true,5,usability testing,30,Works offline and syncs when I get back to WiFi — essential for fieldwork.
Miro,2024-10-18,true,3,collaborative whiteboard,46,Solid core product with rough edges in the advanced workflows.
Miro,2024-01-22,true,4,collaborative whiteboard,24,Video clips export cleanly with timecodes intact.
Fieldkit,2024-07-11,true,5,field research,27,Real-time co-editing on affinity diagrams is surprisingly smooth.
Dovetail,2023-06-08,true,3,research repository,17,I've used it for two years. It's reliable but not exciting.
Fieldkit,2023-02-19,false,5,field research,15,One-click export to Notion is a feature I use every week.
Miro,2023-02-27,true,4,collaborative whiteboard,8,The mobile app doesn't crash when I switch between apps mid-session.
Maze,2024-08-12,true,3,usability testing,20,Setup was smooth; ongoing use has revealed some rough edges.
Maze,2024-11-07,true,3,usability testing,33,Solid core product with rough edges in the advanced workflows.
Maze,2023-06-29,true,4,usability testing,40,The voice memo feature captures context I'd otherwise lose.
Lookback,2023-11-23,true,4,user research,44,Real-time co-editing on affinity diagrams is surprisingly smooth.
Dovetail,2023-08-19,false,4,research repository,19,Searching by tag across projects actually works reliably.
Dovetail,2024-03-02,true,5,research repository,35,Session recordings sync instantly — no waiting around.
Miro,2023-12-05,true,3,collaborative whiteboard,41,"Works fine — nothing remarkable, nothing broken."
Miro,2023-07-15,true,5,collaborative whiteboard,3,Session recordings sync instantly — no waiting around.
Lookback,2023-08-11,true,5,user research,30,Project folders keep multi-phase studies manageable. The voice memo feature captures context I'd otherwise lose.
Maze,2023-05-01,false,4,usability testing,47,Being able to rewatch sessions at 1.5x speed has saved me hours.
Miro,2024-02-11,true,5,collaborative whiteboard,15,The help docs are actually written by people who do research.
Maze,2024-05-24,true,4,usability testing,29,GPS tagging for field observations is exactly what I needed. The guest access feature is perfect for external stakeholders.
Miro,2024-07-30,false,5,collaborative whiteboard,14,Sharing clips with stakeholders takes about 30 seconds. Works offline and syncs when I get back to WiFi — essential for fieldwork.
Fieldkit,2024-08-16,true,3,field research,46,"Gets the job done, but the workflow has too many clicks for routine tasks."
Dovetail,2024-01-24,false,3,research repository,36,"Works fine — nothing remarkable, nothing broken."
Miro,2024-04-16,false,4,collaborative whiteboard,10,Template library covers most of my research formats out of the box. Video clips export cleanly with timecodes intact.
Maze,2024-07-13,true,3,usability testing,31,Setup was smooth; ongoing use has revealed some rough edges.
Lookback,2023-01-07,true,5,user research,26,Session recordings sync instantly — no waiting around. The tagging workflow is intuitive once you get used to it.
Lookback,2024-02-26,true,5,user research,0,Screener templates saved me from writing survey questions from scratch. The voice memo feature captures context I'd otherwise lose.
Maze,2024-11-21,false,4,usability testing,27,My whole team can comment on the same session without chaos.
Maze,2024-04-15,true,5,usability testing,36,Recording quality is excellent even on slow connections.
Dovetail,2024-10-27,true,4,research repository,2,Project folders keep multi-phase studies manageable.
Miro,2023-06-25,true,4,collaborative whiteboard,5,CSV export includes everything I need for further analysis.
Miro,2023-04-08,false,5,collaborative whiteboard,33,The guest access feature is perfect for external stakeholders.
Dovetail,2024-08-03,true,3,research repository,30,Setup was smooth; ongoing use has revealed some rough edges.
Fieldkit,2023-02-03,false,5,field research,11,The guest access feature is perfect for external stakeholders.
Lookback,2023-03-22,false,5,user research,32,One-click export to Notion is a feature I use every week. Custom fields on participants let me filter by screener criteria.
Lookback,2024-05-17,true,4,user research,14,The timeline view across a research program is genuinely useful. Real-time co-editing on affinity diagrams is surprisingly smooth.
Miro,2023-03-29,true,4,collaborative whiteboard,39,The help docs are actually written by people who do research.
Dovetail,2024-02-03,true,5,research repository,20,Recording quality is excellent even on slow connections. Custom fields on participants let me filter by screener criteria.
Dovetail,2023-04-16,true,4,research repository,1,The voice memo feature captures context I'd otherwise lose.
Fieldkit,2023-06-23,true,5,field research,43,The mobile app doesn't crash when I switch between apps mid-session.
Dovetail,2024-05-19,true,3,research repository,9,"Decent tool for the price, though the competition is catching up."
Miro,2024-01-05,false,4,collaborative whiteboard,16,Real-time co-editing on affinity diagrams is surprisingly smooth.
Miro,2024-02-10,false,5,collaborative whiteboard,21,Tag hierarchies let me keep themes organized across a whole study. CSV export includes everything I need for further analysis.
Miro,2023-05-20,true,5,collaborative whiteboard,19,Real-time co-editing on affinity diagrams is surprisingly smooth. Being able to link observations to specific interview questions is great.
Dovetail,2023-10-26,true,4,research repository,47,Tag hierarchies let me keep themes organized across a whole study.
Miro,2024-01-09,false,5,collaborative whiteboard,7,Custom fields on participants let me filter by screener criteria. Real-time co-editing on affinity diagrams is surprisingly smooth.
Dovetail,2024-07-17,false,5,research repository,1,The mobile app doesn't crash when I switch between apps mid-session.
Miro,2023-03-12,true,5,collaborative whiteboard,26,Tag hierarchies let me keep themes organized across a whole study.
Dovetail,2024-03-09,true,5,research repository,24,Bulk-tagging across sessions is a huge time saver.
Lookback,2024-03-04,true,4,user research,34,One-click export to Notion is a feature I use every week.
Maze,2023-03-29,false,5,usability testing,6,Being able to link observations to specific interview questions is great.
Maze,2023-02-15,false,3,usability testing,36,"Gets the job done, but the workflow has too many clicks for routine tasks."
Miro,2023-08-16,false,5,collaborative whiteboard,32,Real-time co-editing on affinity diagrams is surprisingly smooth. Recording quality is excellent even on slow connections.
Lookback,2024-02-05,false,5,user research,29,The mobile app doesn't crash when I switch between apps mid-session.
Lookback,2024-05-09,true,5,user research,6,Bulk-tagging across sessions is a huge time saver.
Fieldkit,2023-04-28,false,4,field research,1,Screener templates saved me from writing survey questions from scratch. My whole team can comment on the same session without chaos.
Fieldkit,2024-07-19,true,5,field research,10,I can tag clips without leaving the playback view.
Miro,2023-07-10,true,5,collaborative whiteboard,40,Tag hierarchies let me keep themes organized across a whole study.
Dovetail,2023-03-06,true,3,research repository,36,Setup was smooth; ongoing use has revealed some rough edges.
Lookback,2023-07-21,true,3,user research,29,I've used it for two years. It's reliable but not exciting.
Miro,2024-09-17,true,4,collaborative whiteboard,25,Template library covers most of my research formats out of the box.
Maze,2024-09-21,true,4,usability testing,37,One-click export to Notion is a feature I use every week. The timeline view across a research program is genuinely useful.
Dovetail,2024-06-07,true,4,research repository,24,Bulk-tagging across sessions is a huge time saver. The highlight reel feature is genuinely useful for presentations.
Dovetail,2024-07-04,false,5,research repository,44,The highlight reel feature is genuinely useful for presentations.
Dovetail,2024-09-26,false,4,research repository,3,PDF reports look professional enough to share with executives. Real-time co-editing on affinity diagrams is surprisingly smooth.
Fieldkit,2024-06-01,true,4,field research,41,Tag hierarchies let me keep themes organized across a whole study.
Miro,2023-03-26,true,4,collaborative whiteboard,36,Smart folders auto-populate based on tags — surprisingly powerful.
Dovetail,2023-06-22,true,4,research repository,29,Sharing clips with stakeholders takes about 30 seconds.
Miro,2024-07-09,false,4,collaborative whiteboard,2,Session recordings sync instantly — no waiting around. Template library covers most of my research formats out of the box.
Miro,2024-10-31,true,4,collaborative whiteboard,15,CSV export includes everything I need for further analysis.
Fieldkit,2023-05-01,true,4,field research,15,My whole team can comment on the same session without chaos.
Lookback,2023-06-19,true,5,user research,39,Being able to link observations to specific interview questions is great.
Dovetail,2024-06-29,true,5,research repository,17,Project folders keep multi-phase studies manageable.
Dovetail,2024-11-26,true,4,research repository,6,Template library covers most of my research formats out of the box. The guest access feature is perfect for external stakeholders.
Miro,2023-05-16,true,5,collaborative whiteboard,15,Sharing clips with stakeholders takes about 30 seconds.
Maze,2024-08-14,true,5,usability testing,40,Smart folders auto-populate based on tags — surprisingly powerful.
Miro,2023-10-12,false,4,collaborative whiteboard,44,The session recording is crisp and easy to scrub through.
Maze,2023-04-06,false,4,usability testing,46,PDF reports look professional enough to share with executives.
Maze,2024-05-21,true,5,usability testing,17,Being able to link observations to specific interview questions is great. The highlight reel feature is genuinely useful for presentations.
Maze,2024-05-11,false,4,usability testing,21,The mobile app doesn't crash when I switch between apps mid-session.
Miro,2023-05-16,true,3,collaborative whiteboard,41,Setup was smooth; ongoing use has revealed some rough edges.
Dovetail,2023-05-16,true,4,research repository,37,The session recording is crisp and easy to scrub through. Works offline and syncs when I get back to WiFi — essential for fieldwork.
Fieldkit,2023-04-15,true,3,field research,6,Good for solo researchers but team features need more polish.
Dovetail,2024-03-29,true,5,research repository,13,Tag hierarchies let me keep themes organized across a whole study.
Dovetail,2023-03-28,true,3,research repository,15,"Strong on data collection, weaker on synthesis."
Lookback,2024-11-05,true,5,user research,19,My whole team can comment on the same session without chaos.
Lookback,2024-05-21,true,4,user research,24,Screener templates saved me from writing survey questions from scratch. Being able to rewatch sessions at 1.5x speed has saved me hours.
Miro,2023-01-13,false,5,collaborative whiteboard,23,Session recordings sync instantly — no waiting around.
Dovetail,2024-07-13,true,4,research repository,43,Being able to link observations to specific interview questions is great.
Miro,2023-09-26,true,5,collaborative whiteboard,13,Project folders keep multi-phase studies manageable. The session recording is crisp and easy to scrub through.
Fieldkit,2024-03-01,true,5,field research,27,One-click export to Notion is a feature I use every week. Being able to link observations to specific interview questions is great.
Fieldkit,2023-03-22,false,5,field research,32,The voice memo feature captures context I'd otherwise lose. Recording quality is excellent even on slow connections.
Dovetail,2024-10-27,true,4,research repository,43,One-click export to Notion is a feature I use every week.
Maze,2023-04-29,true,5,usability testing,29,The onboarding checklist is paced well — not overwhelming. Automatic session indexing makes it easy to find key moments.
Fieldkit,2023-01-12,true,4,field research,10,The onboarding checklist is paced well — not overwhelming. Custom fields on participants let me filter by screener criteria.
Maze,2023-05-01,true,4,usability testing,1,The timeline view across a research program is genuinely useful. Bulk-tagging across sessions is a huge time saver.
Miro,2024-08-13,true,4,collaborative whiteboard,40,Recording quality is excellent even on slow connections.
Miro,2023-06-20,true,4,collaborative whiteboard,23,Automatic session indexing makes it easy to find key moments.
Fieldkit,2023-02-15,true,5,field research,0,I was running my first study within 20 minutes of signing up. Works offline and syncs when I get back to WiFi — essential for fieldwork.
Miro,2023-02-06,false,4,collaborative whiteboard,35,I can tag clips without leaving the playback view.
Miro,2024-03-02,true,3,collaborative whiteboard,46,"Works fine — nothing remarkable, nothing broken."
Fieldkit,2023-02-23,true,5,field research,11,Session recordings sync instantly — no waiting around.
Lookback,2023-10-17,true,5,user research,19,CSV export includes everything I need for further analysis.
Lookback,2023-09-06,true,4,user research,29,Sharing clips with stakeholders takes about 30 seconds. One-click export to Notion is a feature I use every week.
Miro,2024-07-13,true,5,collaborative whiteboard,15,Custom fields on participants let me filter by screener criteria.
Miro,2024-03-05,false,5,collaborative whiteboard,31,Template library covers most of my research formats out of the box. The mobile app doesn't crash when I switch between apps mid-session.
Dovetail,2024-06-16,true,5,research repository,26,The session recording is crisp and easy to scrub through.
Maze,2024-06-01,true,4,usability testing,8,I was running my first study within 20 minutes of signing up.
Maze,2023-03-18,true,5,usability testing,12,PDF reports look professional enough to share with executives. Sharing clips with stakeholders takes about 30 seconds.
Maze,2023-04-03,false,5,usability testing,10,Tag hierarchies let me keep themes organized across a whole study. CSV export includes everything I need for further analysis.
Maze,2023-04-04,true,5,usability testing,45,The help docs are actually written by people who do research. Sharing clips with stakeholders takes about 30 seconds.
Maze,2024-02-19,true,4,usability testing,28,Recording quality is excellent even on slow connections. My whole team can comment on the same session without chaos.
Lookback,2023-04-15,true,3,user research,8,Good enough for most projects but I always end up exporting to a spreadsheet anyway.
Fieldkit,2024-10-07,true,5,field research,41,I can tag clips without leaving the playback view. GPS tagging for field observations is exactly what I needed.
Lookback,2023-01-23,true,3,user research,4,Good for solo researchers but team features need more polish.
Miro,2023-06-22,true,5,collaborative whiteboard,36,Recording quality is excellent even on slow connections. Works offline and syncs when I get back to WiFi — essential for fieldwork.
Miro,2023-10-09,true,4,collaborative whiteboard,17,Video clips export cleanly with timecodes intact. I can tag clips without leaving the playback view.
Fieldkit,2024-10-07,false,4,field research,34,Tag hierarchies let me keep themes organized across a whole study. The onboarding checklist is paced well — not overwhelming.
Miro,2024-05-11,false,5,collaborative whiteboard,22,Real-time co-editing on affinity diagrams is surprisingly smooth.
Lookback,2023-01-31,true,4,user research,17,Sharing clips with stakeholders takes about 30 seconds. The onboarding checklist is paced well — not overwhelming.
Miro,2023-06-13,true,4,collaborative whiteboard,6,Being able to link observations to specific interview questions is great.
Dovetail,2023-02-27,true,3,research repository,14,Setup was smooth; ongoing use has revealed some rough edges.
Miro,2024-01-03,true,4,collaborative whiteboard,37,Custom fields on participants let me filter by screener criteria. GPS tagging for field observations is exactly what I needed.
Maze,2023-07-12,true,5,usability testing,31,The mobile app doesn't crash when I switch between apps mid-session.
Dovetail,2024-06-23,true,4,research repository,30,The session recording is crisp and easy to scrub through. My whole team can comment on the same session without chaos.
Lookback,2023-12-15,true,3,user research,45,Solid core product with rough edges in the advanced workflows.
Maze,2023-12-11,true,5,usability testing,19,Real-time co-editing on affinity diagrams is surprisingly smooth.
Dovetail,2023-06-28,false,5,research repository,45,Video clips export cleanly with timecodes intact.
Lookback,2024-01-23,false,5,user research,19,Searching by tag across projects actually works reliably.
Maze,2023-04-17,true,5,usability testing,31,The mobile app doesn't crash when I switch between apps mid-session.
Fieldkit,2023-06-21,false,3,field research,40,I've used it for two years. It's reliable but not exciting.
Fieldkit,2023-09-29,true,5,field research,13,Template library covers most of my research formats out of the box.
Fieldkit,2023-02-19,true,4,field research,24,Project folders keep multi-phase studies manageable.
Miro,2023-12-26,true,5,collaborative whiteboard,34,Video clips export cleanly with timecodes intact.
Miro,2023-10-29,true,5,collaborative whiteboard,1,The mobile app doesn't crash when I switch between apps mid-session. The session recording is crisp and easy to scrub through.
Lookback,2024-10-31,true,5,user research,10,I was running my first study within 20 minutes of signing up.
Miro,2023-12-06,false,3,collaborative whiteboard,13,Good for solo researchers but team features need more polish.
Miro,2023-09-01,true,5,collaborative whiteboard,6,The help docs are actually written by people who do research. Permissions are granular enough that clients can view but not edit.
Lookback,2023-03-31,false,4,user research,18,The highlight reel feature is genuinely useful for presentations. Automatic session indexing makes it easy to find key moments.
Lookback,2023-03-25,false,4,user research,30,The session recording is crisp and easy to scrub through. The timeline view across a research program is genuinely useful.
Maze,2023-09-29,true,5,usability testing,5,Video clips export cleanly with timecodes intact.
Miro,2024-01-14,true,3,collaborative whiteboard,11,The fundamentals are strong; the extras feel half-finished.
Maze,2024-07-31,true,4,usability testing,3,Sharing clips with stakeholders takes about 30 seconds.
Miro,2024-05-01,false,5,collaborative whiteboard,36,One-click export to Notion is a feature I use every week.
Miro,2024-06-13,true,4,collaborative whiteboard,36,CSV export includes everything I need for further analysis.
Fieldkit,2024-03-05,true,5,field research,7,The voice memo feature captures context I'd otherwise lose.
Dovetail,2024-07-30,false,4,research repository,6,Works offline and syncs when I get back to WiFi — essential for fieldwork.
Lookback,2024-09-15,true,5,user research,30,PDF reports look professional enough to share with executives. The voice memo feature captures context I'd otherwise lose.
Maze,2024-02-16,true,4,usability testing,2,The voice memo feature captures context I'd otherwise lose.
Maze,2024-01-17,true,5,usability testing,1,Automatic session indexing makes it easy to find key moments.
Maze,2023-04-11,true,4,usability testing,14,Smart folders auto-populate based on tags — surprisingly powerful.
Miro,2024-09-11,true,5,collaborative whiteboard,41,Permissions are granular enough that clients can view but not edit.
Miro,2024-05-11,false,3,collaborative whiteboard,33,The fundamentals are strong; the extras feel half-finished.
Fieldkit,2023-05-19,false,4,field research,33,The tagging workflow is intuitive once you get used to it. Screener templates saved me from writing survey questions from scratch.
Fieldkit,2023-03-01,true,3,field research,15,"Works fine — nothing remarkable, nothing broken."
Fieldkit,2024-02-11,false,5,field research,40,The onboarding checklist is paced well — not overwhelming. One-click export to Notion is a feature I use every week.
Fieldkit,2024-08-31,true,3,field research,28,Good enough for most projects but I always end up exporting to a spreadsheet anyway.
Miro,2023-10-19,true,5,collaborative whiteboard,1,Permissions are granular enough that clients can view but not edit. CSV export includes everything I need for further analysis.
Dovetail,2024-10-24,true,5,research repository,14,Custom fields on participants let me filter by screener criteria.
Maze,2024-11-29,true,5,usability testing,0,Works offline and syncs when I get back to WiFi — essential for fieldwork.
Dovetail,2024-10-20,true,5,research repository,17,Works offline and syncs when I get back to WiFi — essential for fieldwork. Template library covers most of my research formats out of the box.
Miro,2024-09-30,true,5,collaborative whiteboard,25,PDF reports look professional enough to share with executives. The guest access feature is perfect for external stakeholders.
Fieldkit,2024-08-31,true,4,field research,38,Template library covers most of my research formats out of the box.
Fieldkit,2023-10-11,true,4,field research,16,Permissions are granular enough that clients can view but not edit.
Maze,2023-09-04,false,3,usability testing,3,Reasonable feature set — the UX of the tool itself could use some research.
Lookback,2024-11-02,false,4,user research,31,Sharing clips with stakeholders takes about 30 seconds.
Maze,2024-08-20,false,5,usability testing,45,Video clips export cleanly with timecodes intact.
Dovetail,2024-10-15,false,4,research repository,30,The onboarding checklist is paced well — not overwhelming.
Maze,2024-07-25,true,4,usability testing,11,Custom fields on participants let me filter by screener criteria.
Fieldkit,2023-11-11,false,3,field research,26,"Works fine — nothing remarkable, nothing broken."
Maze,2023-05-01,true,4,usability testing,30,GPS tagging for field observations is exactly what I needed.
Lookback,2023-07-19,true,5,user research,32,Works offline and syncs when I get back to WiFi — essential for fieldwork.
Miro,2023-06-04,false,4,collaborative whiteboard,8,CSV export includes everything I need for further analysis.
Maze,2023-03-24,true,4,usability testing,31,Battery drain is reasonable even during long observation sessions. Custom fields on participants let me filter by screener criteria.
Dovetail,2023-08-03,true,4,research repository,10,The session recording is crisp and easy to scrub through.
Dovetail,2024-02-18,false,4,research repository,27,Project folders keep multi-phase studies manageable. Video clips export cleanly with timecodes intact.
Lookback,2023-01-05,false,3,user research,40,"Strong on data collection, weaker on synthesis."
Dovetail,2024-08-25,true,5,research repository,19,Permissions are granular enough that clients can view but not edit. The voice memo feature captures context I'd otherwise lose.
Fieldkit,2024-09-02,true,4,field research,33,Real-time co-editing on affinity diagrams is surprisingly smooth.
Dovetail,2023-06-18,true,4,research repository,25,PDF reports look professional enough to share with executives.
Dovetail,2024-08-26,true,5,research repository,32,I can tag clips without leaving the playback view.
Maze,2024-07-01,true,5,usability testing,39,Project folders keep multi-phase studies manageable. Template library covers most of my research formats out of the box.
Fieldkit,2024-03-30,true,5,field research,24,I was running my first study within 20 minutes of signing up. Automatic session indexing makes it easy to find key moments.
Maze,2024-10-07,true,4,usability testing,0,I can tag clips without leaving the playback view.
Fieldkit,2023-05-21,false,5,field research,26,The guest access feature is perfect for external stakeholders.
Fieldkit,2023-07-23,true,4,field research,38,Works offline and syncs when I get back to WiFi — essential for fieldwork. Automatic session indexing makes it easy to find key moments.
Maze,2023-10-30,true,5,usability testing,10,Bulk-tagging across sessions is a huge time saver.
Miro,2024-11-18,false,5,collaborative whiteboard,5,Screener templates saved me from writing survey questions from scratch. The session recording is crisp and easy to scrub through.
Lookback,2023-03-18,false,5,user research,46,The tagging workflow is intuitive once you get used to it.
Maze,2023-06-28,false,5,usability testing,2,PDF reports look professional enough to share with executives. The session recording is crisp and easy to scrub through.
Maze,2023-04-08,true,5,usability testing,2,Real-time co-editing on affinity diagrams is surprisingly smooth.
Dovetail,2023-10-02,true,5,research repository,46,Bulk-tagging across sessions is a huge time saver. The voice memo feature captures context I'd otherwise lose.
Maze,2024-02-14,true,3,usability testing,29,The fundamentals are strong; the extras feel half-finished.
Miro,2023-06-20,true,5,collaborative whiteboard,7,Video clips export cleanly with timecodes intact.
Fieldkit,2024-08-05,true,5,field research,43,Custom fields on participants let me filter by screener criteria. Battery drain is reasonable even during long observation sessions.
Lookback,2024-05-09,true,4,user research,31,The guest access feature is perfect for external stakeholders. Custom fields on participants let me filter by screener criteria.
